x,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20
-5.0,6.471831360964605,-0.1260958105903704,-0.09659775464028811,0.011030371789856467,-0.0062476349578377,-0.0011112315011588788,0.05640728795342846,-0.0007914911687770023,0.01370172748936088,0.021997854791173783,0.029545107957657395,-0.014131771537532437,-0.01438792308389141,0.19597318616340764,0.0028479001534029128,0.030931682108881108,0.07779154616119434,0.03828484405011453,-0.004044295411646945,0.01784097030840075
-4.994997499,6.468987219529053,-0.1524426088311138,-0.016533165152845447,-0.049420143621583576,0.012242473802941904,-0.011736724452867026,-0.026493735755270538,0.004752203785919007,0.004035185059711628,-0.011614108531296791,0.05249287448287823,0.043645002759097606,0.03180821609947673,0.004350276211642128,-0.016183545205568868,0.02841390783530734,-0.06149010805318418,-0.006045997755431102,0.01184871874288425,0.014135504050269884
-4.989994997,6.469799113235889,-0.1520125611563838,0.07336002244984385,0.03734633716090862,0.0070726933988064,0.028080469947015463,0.02018333410243418,-0.011792137391153942,-0.02532156891567842,-0.004105351640504081,0.038345173763403705,0.041220704085925174,-0.04656420974435751,-0.02196552626273,-0.02176039902068889,0.009039372367204748,0.010601021538823483,0.004565565216380828,0.023510062375810686,0.01700051548907591
-4.984992496,6.470514875368227,-0.15299293645821188,0.037090323609008824,0.03517380332591169,-0.020700347544161418,-0.01747683902336211,-0.020494024163270536,0.020748279478631806,0.0408369154333182,0.016632376548783454,-0.03381746332016328,-0.01548013111266394,0.05028783339529243,-0.007723533211122591,-0.019605026487304826,0.006839626462738012,0.037649510447448416,0.015925763818735686,0.022586566593017002,0.013428615839142437
-4.979989995,6.471340842448614,-0.15174429937034195,-0.0454371214423099,-0.029536146307562527,-0.0018093259862353313,-0.01908951810559383,-0.015726234380029142,-0.030832343794497213,-0.04625246457428602,-0.02562890392583801,-0.07719975827060872,-0.06701906724539017,-0.04026357056271876,-0.08170513998849012,-0.013705271233845118,-0.012706187196786758,-0.05007629210926445,-0.020181211132640976,0.00920971494137528,6.588923645650842e-05
-4.974987494,6.4815707907268445,-0.14062803880520047,-0.040755751303052694,-0.03715789534126699,0.026374886581263385,0.03128486257297714,0.01944919306108479,0.038017814903197035,0.04371067603741039,0.02978658720643977,-0.02267158097691485,-0.01825818936414284,0.022041947139706353,-0.012619168154034638,-0.0007745232539303025,0.015526820602488204,0.010559250986636903,0.005184510921881348,-0.009456544962325236,-0.015603348579077983
-4.969984992,6.488207711775422,-0.12381977872912887,0.009319771980313543,-0.0013879510925778418,-0.006483120535416863,0.0043378209099223025,-0.017485995324977723,-0.03898116471326181,-0.049917105269867985,-0.036577717794072484,0.04172353068352852,0.02473450298744053,-0.0035012779661200903,-0.002030910414860392,0.015498048341501078,0.01965036950403028,0.03908619043230947,0.02366366604237597,-0.02819862645492636,-0.026373117361643186
-4.964982491,6.493282212692973,-0.10185647621320625,0.030608375518831984,0.03335730846132355,-0.030704882068944235,-0.03157640108671899,0.012946200164656588,0.03347898666676418,0.060279550537452875,0.04475837400063365,0.04320413345272649,0.018739193345618313,-0.010168777457873934,0.011670511762064163,0.028575391192743983,-0.00195787719542833,-0.04788557177521482,-0.02084527991828271,-0.031026431590657464,-0.023214338489461542
-4.95997999,6.496927629808611,-0.08471156029509998,0.012763166002805392,0.01473427488280641,0.013180019198130754,0.00040572484554124357,-0.004620874721242164,-0.023413981187517332,-0.07042639211903216,-0.05437526730351474,-0.0004426877942607165,0.01854466160969138,0.017255018166235717,0.03469901603550837,0.033944220250046765,-0.002705759231961038,0.0043795251386126955,-0.003269418888835549,-0.012645381954568567,-0.00486840344195796
-4.954977489,6.50163501505204,-0.07449018424696918,-0.008282123691671098,-0.01805894665636109,0.03377096407387933,0.0364226301516173,-0.006084218687855114,0.012355975663730569,0.0789951007850257,0.063777894174784,-0.034846556378786836,-0.017486490604552443,-0.01831098695844029,0.01378907232700686,0.02982029722907842,-0.008910503421537996,0.040099646272454416,0.017924195205911594,0.013912068554117581,0.01746131215651528
-4.949974987,6.504824495338135,-0.06924175407269467,-0.02167974031741278,-0.02324761750702067,-0.02013026817520944,-0.008155546306958816,0.007139036587038819,-0.0034317299167632783,-0.08172031340753733,-0.07060052308713093,-0.028453755176682905,-0.0064487612198174974,0.014773230552621763,0.027310949696411766,0.016011665654360997,-0.020749210986574923,-0.04404177017291005,-0.026104229377785202,0.03049211746390539,0.028104457432034838
-4.944972486,6.510049624907098,-0.06336770264753068,-0.009407889273566908,-0.005024126381713183,-0.034242386691700176,-0.040341880583756394,-0.014018958564461649,-0.000981425226861594,0.08127649015555667,0.07513908523935312,0.01593424337096107,0.00860770984771127,-0.008109271291552237,0.007148648780199114,-0.0027288588782225,-0.0023521557816966548,0.0021954917137844664,-0.00246883040190487,0.026619005318939317,0.01975788238936385
-4.939969985,6.514085000796986,-0.056270752565596396,0.020892935305644175,0.02321814062904721,0.02774463924341371,0.02081581649696277,0.016494465857109748,-0.0010392707649709023,-0.0764400469288494,-0.07581575414144429,0.038886364678401196,0.02010480427473922,-0.00016032856387754072,0.0041144370946992114,-0.022104477125075683,0.007091842140990827,0.04146954776468074,0.026114941773086604,0.002511260808920205,-0.0029446367748582076
-4.934967484,6.517754101994011,-0.050301919730202246,0.023575280141322413,0.018474017674839367,0.031596386452751465,0.035719838201627156,0.0006703986510815023,0.008722791745315968,0.06896485042384876,0.07277547116886669,0.01706361018954424,0.007888832343911164,0.008435577531899061,-0.015842480897891358,-0.035485726948854206,-0.01283548615706557,-0.03954964738763857,-0.022642891998077685,-0.023690352948947724,-0.02316869845034971
-4.929964982,6.520365422621475,-0.043952222194726255,-0.011871921572760612,-0.013589199611154684,-0.03330860528296908,-0.028950277263685407,-0.010669369755425458,-0.017486457929962253,-0.06007196727663957,-0.06660210751803813,-0.023434201317312685,-0.025086889601848423,-0.015167120666423997,-0.03212595955847809,-0.038737988206863805,-0.01212952613646668,-0.002938888940461436,-0.008230727217885505,-0.03098851354378753,-0.025236746026581193
-4.924962481,6.5243584785503215,-0.03287980917239268,-0.027760446907193623,-0.019517631371508064,-0.02756988113275925,-0.02763680471546936,0.010602715709835888,0.02300331178820819,0.047768158482340076,0.056943988593218774,-0.03709031016530409,-0.021824307961013038,0.019331921410687024,-0.028961656745262937,-0.030740628659407222,-0.002046577908561286,0.03969175401520056,0.02071936450591748,-0.014804381254806872,-0.00725251006204685
-4.91995998,6.52873230971165,-0.022992522905928982,-0.0005903751311281949,-0.002693331249637261,0.036362366186956555,0.029824009531544723,-0.01381344466966023,-0.022759823400501873,-0.036871795720132945,-0.046633518456276,-0.01570556901684259,-0.019449632884036946,-0.021115148346990215,-0.020077665111848594,-0.013747746782969777,-0.011362917277436772,-0.033926739071769296,-0.01869481163723804,0.010295832359020382,0.015191108873223709
-4.914957479,6.532902208924834,-0.008761646579454085,0.021175067723282245,0.020418978025385434,0.021926354162129437,0.02621073671556823,0.015672802699931335,0.015506083885567219,0.02479565445338748,0.036340550134582913,0.024630361756650305,0.012875097868388405,0.02044233605303611,0.012424839718833885,0.006805496523699026,0.00975480686439035,-0.003930136933532648,-0.0019160480490978593,0.025990068041416747,0.025831384011001025
-4.909954977,6.534932075576438,0.005053475185363773,0.004021509091058546,0.008665593881680204,-0.03937886240835925,-0.03731295390646344,-0.0018143495329267694,-0.002815763864076376,-0.012529638009324669,-0.025949016278611788,0.041480203599731244,0.02696796746486357,-0.016925046368734036,0.012640637459885922,0.023814955734350725,0.022319553621933597,0.035885636229969306,0.026198225921192142,0.021056392946250745,0.017198708655780912
-4.904952476,6.536512988279888,0.016452659134005298,-0.010442575291375402,-0.01139924703207845,-0.01404987785425466,-0.01828537261468035,-0.005277594854003554,-0.010835854247512076,0.0007331119025204184,0.014756156037186951,0.01344210403151185,0.017977563170493507,0.010434466283146277,0.02950294721013713,0.03253508680713743,0.0012405660029653422,-0.028886091864546805,-0.014389130149470242,0.0009855757169641888,-0.002987005668032706
-4.899949975,6.545731406740179,0.020945135143084243,-0.0006227553570901038,-0.0024857561787699775,0.042447420516995,0.04531168876555703,0.011443027409086391,0.02210734807279268,0.012591628325950377,-0.002976322808165044,-0.029344901583348626,-0.010836642697039447,-0.002064038628797096,0.01485213806682376,0.03301494259800459,-0.0020092437787512948,-0.004362354925111713,-0.008543356790317366,-0.016454456028218527,-0.018626301862863504
-4.894947474,6.555197798377567,0.02046010202551398,5.4082042293025596e-05,-0.00364638956978926,0.005656111717664332,0.003661301038723817,-0.020897540454075283,-0.027205891046711183,-0.02395930241207766,-0.00822052378688908,-0.03696026050276034,-0.01896853020536211,-0.006964032486344576,0.004386220694236405,0.022814229934594785,0.002690162912820127,0.02890391401104801,0.016986485281178295,-0.01859008806426716,-0.019517234507363188
-4.889944972,6.564515108395686,0.022465692729112027,-0.006424797372344313,-0.0014905574626762155,-0.04325134832684909,-0.043039838078105554,0.013665778721625338,0.023825759832261584,0.03471154887324242,0.018596297390689565,-0.0027229927705949273,0.003821118039986207,0.014433620238119787,0.0075858770719022086,0.005514873145316714,-0.005170901581117327,-0.02374737735521615,-0.014690433471967143,-0.00633033407731815,-0.0054112179417538635
